Location,Route_ID,Transect_ID,Point_ID,Distance_AlongTransect_sft,Distance_AlongTransect_m,Distance_OffTransect,Northing,Easting,Elevation_sft,Elevation_m,Date
SanPablo,xsC,xsC,XSC-36,180.517437357,55.02171490641,6.07701505177,1804177.250,6425089.474,6.819,2.07843535700,6/3/2025
SanPablo,xsC,xsC,XSC-37,186.442379913,56.82763739748,6.41373851214,1804183.154,6425088.875,6.665,2.03149606300,6/3/2025
SanPablo,xsC,xsC,XSC-38,192.744567685,58.74854423039,7.18495019892,1804189.416,6425087.825,6.738,2.05374650700,6/3/2025
SanPablo,xsC,xsC,XSC-39,198.680610377,60.55785004291,7.40919452288,1804195.336,6425087.338,6.801,2.07294894600,6/3/2025
SanPablo,xsC,xsC,XSC-40,205.005114865,62.48555901085,6.94427984523,1804201.675,6425087.522,6.847,2.08696977400,6/3/2025
SanPablo,xsC,xsC,XSC-41,208.151412826,63.44455062936,8.73140805420,1804204.739,6425085.597,6.728,2.05069850100,6/3/2025
SanPablo,xsC,xsC,XSC-42,214.651480989,65.42577140545,8.58907865752,1804211.239,6425085.451,6.717,2.04734569500,6/3/2025
SanPablo,xsC,xsC,XSC-43,218.611190693,66.63269092323,7.91088688036,1804215.225,6425085.953,6.673,2.03393446800,6/3/2025
SanPablo,xsC,xsC,XSC-44,226.031875527,68.89451566063,6.45348461057,1804222.703,6425087.080,6.735,2.05283210600,6/3/2025
SanPablo,xsC,xsC,XSC-45,230.588073755,70.28324488052,5.62960947293,1804227.291,6425087.701,6.635,2.02235204500,6/3/2025
SanPablo,xsC,xsC,XSC-46,238.369808401,72.65511760062,5.34435782949,1804235.078,6425087.641,6.613,2.01564643100,6/3/2025
SanPablo,xsC,xsC,XSC-47,246.780272988,75.21862720674,4.50772384248,1804243.517,6425088.104,6.597,2.01076962200,6/3/2025
SanPablo,xsC,xsC,XSC-48,257.377783270,78.44874834070,5.02952626217,1804254.081,6425087.113,6.588,2.00802641600,6/3/2025
SanPablo,xsC,xsC,XSC-49,265.855724743,81.03282490167,2.92356313446,1804262.644,6425088.841,6.773,2.06441452900,6/3/2025
SanPablo,xsC,xsC,XSC-50,272.551022493,83.07355165587,2.31115872429,1804269.360,6425089.156,6.751,2.05770891500,6/3/2025
SanPablo,xsC,xsC,XSC-51,282.061917204,85.97247236378,1.10319318535,1804278.915,6425089.941,6.706,2.04399288800,6/3/2025
SanPablo,xsC,xsC,XSC-52,289.144661988,88.13129297394,0.40035944568,1804286.022,6425090.329,6.748,2.05679451400,6/3/2025
SanPablo,xsC,xsC,XSC-53,296.392130506,90.34032137823,0.50105041195,1804293.258,6425089.907,6.666,2.03180086400,6/3/2025
SanPablo,xsC,xsC,XSC-54,303.056972353,92.37176517319,0.61577546751,1804299.911,6425089.497,6.645,2.02540005100,6/3/2025
SanPablo,xsC,xsC,XSC-55,309.846768919,94.44129516651,2.22150241969,1804306.623,6425087.592,6.760,2.06045212100,6/3/2025
SanPablo,xsC,xsC,XSC-56,317.456631689,96.76078133881,3.99083459594,1804314.147,6425085.487,6.735,2.05283210600,6/3/2025
SanPablo,xsC,xsC,XSC-57,322.688617474,98.35549060608,3.42432377660,1804319.399,6425085.821,6.653,2.02783845600,6/3/2025
SanPablo,xsC,xsC,XSC-58,329.209176272,100.34295692771,4.15070478286,1804325.881,6425084.806,6.689,2.03881127800,6/3/2025
SanPablo,xsC,xsC,XSC-59,333.946627797,101.78693215253,5.20580807574,1804330.567,6425083.542,6.823,2.07965455900,6/3/2025
SanPablo,xsC,xsC,XSC-60,345.116353272,105.19146447731,7.11436277391,1804341.641,6425081.140,6.849,2.08757937500,6/3/2025
SanPablo,xsC,xsC,XSC-61,357.255304586,108.89141683781,8.51455197626,1804353.706,6425079.203,6.665,2.03149606300,6/3/2025
SanPablo,xsC,xsC,XSC-62,367.727180397,112.08324458501,8.70662722251,1804364.159,6425078.547,6.626,2.01960883900,6/3/2025
SanPablo,xsC,xsC,XSC-63,378.958502201,115.50655147087,7.92575666904,1804375.414,6425078.829,6.750,2.05740411500,6/3/2025
SanPablo,xsC,xsC,XSC-64,389.870610994,118.83256223097,6.87104035800,1804386.362,6425079.399,6.739,2.05405130800,6/3/2025
SanPablo,xsC,xsC,XSC-65,399.343882426,121.72001536345,7.18329507430,1804395.812,6425078.667,6.642,2.02448564900,6/3/2025
SanPablo,xsC,xsC,XSC-66,411.293709379,125.36232261872,5.65395511387,1804407.818,6425079.665,6.693,2.04003048000,6/3/2025
SanPablo,xsC,xsC,XSC-67,421.729973931,128.54329605417,6.10179721841,1804418.224,6425078.755,6.737,2.05344170700,6/3/2025
SanPablo,xsC,xsC,XSC-68,433.282149738,132.06439924014,4.77335553174,1804429.824,6425079.570,6.624,2.01899923800,6/3/2025
